vendor,ic_1d,ic_5d,ic_20d,ic_60d,half_life,turnover,ann_turnover,sharpe_0bps,sharpe_1bps,sharpe_2bps,sharpe_5bps,sharpe_10bps,sharpe_20bps,sharpe_50bps,breakeven_bps,true_ic,live_start,kind
vendor_00,0.02826450524728298,0.013245611605847828,0.007515284780742683,-0.013184119058235591,17.064515525632224,0.15962786996874445,40.2262232321236,1.0027200999101684,0.9685123216917704,0.9343049055875853,0.8316852538129031,0.6606636983676379,0.3186816334152317,-0.706396002964804,29.32171145627951,0.03,-1,REAL
vendor_01,0.024596760199016868,0.033581018495400315,0.012114003067363033,-0.0003262380184379639,13.057336518283925,0.18015218492886126,45.39835060207304,1.939069644604861,1.9020182037309736,1.8649656150064793,1.7538014654352954,1.5685096278036956,1.197880176254982,0.0860792362710082,52.32356495919021,0.025,-1,REAL
vendor_02,0.03084879452802775,0.013734969633794782,-0.0018016222750944205,-0.00769645391135759,36.33091099852974,0.17411894934967534,43.87797523611818,1.14443532521121,1.1075119786738261,1.070589447377009,0.9598273007845959,0.7752452142737893,0.4061866071664468,-0.6996470062974566,31.01193687870188,0.02,811,REAL
vendor_03,0.017343525930423865,0.003475986689968348,0.004083670414308273,-0.013138019156159607,25.176210319281566,0.20292272221906688,51.13652599920485,1.013469141129999,0.9701798967564015,0.9268892653469065,0.7970096761585079,0.58052180917092,0.14749225788273598,-1.151461628369111,23.40588010789402,0.015,-1,REAL
vendor_04,0.021787679929590457,-0.005985879795318316,0.01104869236243506,-0.008001823351695999,12.717847578280772,0.19129699415944462,48.20684252818005,0.2685138756364379,0.22698392043596377,0.18545297619299123,0.06085476034439422,-0.14682356867793103,-0.5622102922459016,-1.8081144427037394,6.4651611254407175,0.01,-1,REAL
vendor_05,0.011592778105851943,0.009915825718709671,-0.017273020880250792,0.013091421041072636,inf,0.18659380972606324,47.02164005096794,0.34767802416589455,0.30787225499417076,0.26806843124398244,0.14866917805825997,-0.05028557979129565,-0.44800561642342834,-1.639162568879912,8.736118124660976,0.0,-1,fake
vendor_06,0.045567283524466644,0.03481479689936972,0.007337175577821636,-0.0180044274756756,11.564371983030409,0.14705342017882175,37.057461885063084,1.8590024988404226,1.8285581901239414,1.798114625817844,1.70678930143705,1.5546037301336402,1.2503604477877344,0.33945750001040914,61.2144750097068,0.0,985,fake
vendor_07,-0.013404652249439875,-0.0007843549476951214,3.7729592352100385e-05,-0.0022720433581744194,,0.19320079003117657,48.68659908785649,0.3672272489736066,0.32540194895417335,0.28357702864959244,0.1581051317564113,-0.051001636009284534,-0.46913985663677976,-1.7224263682099143,8.780444866285027,0.0,-1,fake
vendor_08,0.02843005540812783,0.02557583149858828,-0.003282358175479908,-0.010557081598529632,69.46588291616301,0.17866834071437535,45.024421860022585,1.8911545081271905,1.8532604551483738,1.8153675861228458,1.7016967889743957,1.512275727528348,1.1335788103937259,-0.0007194907434931749,49.98094126870426,0.0,909,fake
vendor_09,-0.015082808365812144,-0.010818954777234688,0.008957060417784681,-0.005648108962246792,,0.18864277201134855,47.53797854685983,-1.0187485669982759,-1.05965186541271,-1.1005540263772875,-1.2232531760151137,-1.427724264368598,-1.8365404798354639,-3.0615255870245033,0.0,0.0,-1,fake
vendor_10,0.03402821857973042,0.016214717428864902,0.015568765821526498,0.001546008200827166,15.666618817645968,0.1887170388472005,47.55669378949453,1.5742610090610973,1.5342923936533606,1.4943223817319042,1.374404544124954,1.174518939916096,0.7746891984918716,-0.42474811282325575,39.374636167313284,0.0,862,fake
vendor_11,0.0007419628841095234,0.015036068281724973,-0.005838507935356693,-0.0045497063326353174,inf,0.18867113774164573,47.54512671089473,-0.11293724910193961,-0.15237292625625706,-0.19180812007549503,-0.3101103909005361,-0.5072673436117788,-0.9015121639984823,-2.083325329895237,0.0,0.0,-1,fake
vendor_12,-0.007544053161258435,0.009262972492773207,-0.0008646425066076149,-0.008349434653582503,,0.19300779876902455,48.63796528979419,0.19572381984703952,0.1551371484315308,0.11454957887850549,-0.007218028418983485,-0.21017742742885684,-0.6161243522651859,-1.8337485101403919,4.822173415794474,0.0,-1,fake
vendor_13,0.008349046429274714,0.007702832653229012,0.008635045734292907,-0.003527149749079215,36.55576248526885,0.1985700820753015,50.03966068297598,0.4214036308433179,0.3777710495885519,0.3341372282568958,0.2032289924704928,-0.014969959747431465,-0.4514073455981729,-1.760432812137008,9.656979219862329,0.0,-1,fake
vendor_14,-0.015513362041651647,0.004466169277379977,-0.014654073122052379,-0.005895628664806928,,0.1906105246994728,48.03385222426714,-0.06354731624194258,-0.10481147263710791,-0.14607638786523736,-0.26987511800192515,-0.4762162043128653,-0.8889097882511091,-2.1265698457296867,0.0,0.0,-1,fake
vendor_15,0.007238700606513082,-0.0026846418100066383,0.0020817997726799704,0.009522972552222312,243.78547570753167,0.1933859149645057,48.733250571055436,0.046785164440033035,0.005142368030395927,-0.03649927797183471,-0.16141671420549997,-0.3695838410406206,-0.7857839138882591,-2.0327739196964503,1.1234894642558713,0.0,-1,fake
vendor_16,0.031313622888365186,0.01433796867497652,0.0027238810073820546,0.009113386759033355,40.13973000673742,0.19039955014019389,47.98068663532886,1.236107838984307,1.196171660680802,1.156236622453872,1.0364389174845587,0.836804188432885,0.43766572213191735,-0.758192376795617,30.971709470956633,0.0,832,fake
vendor_17,-0.007573937225047054,-0.0013545373503767734,-0.008269924114747198,-0.009298573045686431,,0.19109636480544023,48.156283930970936,-0.23294276204428432,-0.27406466915803945,-0.3151875656328669,-0.43856163564155176,-0.6441996863110558,-1.0555055174876933,-2.289160142093471,0.0,0.0,-1,fake
vendor_18,-0.0009523663757819775,-0.0037104487324898104,-0.008357680636306573,-0.0013385011107758821,,0.1954617516629838,49.256361419071915,-0.191416457973769,-0.23375780890401557,-0.2761004796771554,-0.40313581939124954,-0.6148822586858416,-1.0384267560163984,-2.308939577619222,0.0,0.0,-1,fake
vendor_19,0.05280367374800501,0.03466200810161051,0.014919884066161562,0.0009673655707597832,12.979674041480182,0.14953902253594273,37.68383367905757,1.6877862569979345,1.6582862914418457,1.62878876243487,1.5403114375216047,1.39290395364661,1.0983229867681072,0.21702228081655095,57.41144460490206,0.0,1132,fake
vendor_20,-0.018213748475387453,0.001850594921619432,-0.0007685991385031379,-0.004033701476274856,,0.19381896557352835,48.84237932452914,-0.16312460204447893,-0.2047173468290076,-0.24630789179103868,-0.3710658048174831,-0.5789467853553834,-0.9945019941897392,-2.2390464815010502,0.0,0.0,-1,fake
vendor_21,0.031022221341564495,0.015574053729366575,-0.0033993674533653205,-0.0011889369245087823,28.72267592800139,0.1814514780797358,45.725772476093425,1.1176235087492958,1.0807314103104666,1.0438408539834139,0.9331791372107339,0.7487803103680467,0.3801541838201531,-0.7237274951317831,30.320906630853656,0.0,1095,fake
vendor_22,0.05613955654585956,0.014365545913416095,-0.0006014904098072817,-0.009095179979291748,1.9412451298844173,0.19112803345565443,48.164264430824915,0.7924773776065833,0.7508619754807045,0.7092498034899709,0.5844333427536729,0.3764768002890227,-0.03914020871681977,-1.2830225812220302,19.05782504934446,0.0,789,fake
vendor_23,-0.011847614182742584,0.005485065386035826,0.009251779386367143,0.0014154287423089626,,0.1929792998528954,48.630783562929636,-0.3193133566059913,-0.36031315977967204,-0.40131151917863955,-0.5242974130841301,-0.7292401604595957,-1.1389756867404837,-2.3665155451950737,0.0,0.0,-1,fake
vendor_24,-0.0174638184691077,-0.010506261434963199,-0.005125819080586037,0.01030924794666403,,0.19014239515048068,47.91588357792113,0.15855193889765917,0.11567306824936384,0.07279367600353015,-0.05584709003061747,-0.27025375558027,-0.6990629753224107,-1.98497155152953,3.697613476760501,0.0,-1,fake
vendor_25,0.03164326533949797,0.017091752869935452,0.015785928763349825,0.013266571685171293,46.02532149937557,0.15079870914351853,38.00127470416667,1.1885733299798817,1.1586963990678583,1.1288213888431964,1.0392085433367027,0.8898983793393338,0.5914748534495576,-0.3016332937760205,39.85359064613485,0.0,1074,fake
vendor_26,-0.020295198286911953,-0.0013494742322552392,0.006372559896582668,0.003051885446937178,,0.1953745444991419,49.23438521378376,-0.3264356769347006,-0.3683525021267618,-0.41026991222946974,-0.5360250225411651,-0.7456226955797925,-1.164811538533985,-2.4217594694885918,0.0,0.0,-1,fake
vendor_27,-0.00010864032574428145,0.0008150845440836755,0.0008717506516593833,0.0038412625111105027,,0.19112523001082926,48.16355796272897,0.4293901400975261,0.3882482721443642,0.3471074973316483,0.22369218550597106,0.018026095869203455,-0.3931878304019746,-1.62547705366008,10.43827844674001,0.0,-1,fake
vendor_28,0.00033239791934686747,0.0006358337021481316,-0.0015706065652807235,0.0023799794785351615,inf,0.193111154793456,48.66401100795091,-0.41184992660664754,-0.45407781205130127,-0.49630435817009644,-0.6229753559466394,-0.8340612576492262,-1.2560842901042564,-2.5204217999468725,0.0,0.0,-1,fake
vendor_29,-0.000289278382014873,-0.0018296217262706437,0.0032146174862189834,-0.0032250412438868427,,0.1955916477642999,49.28909523660358,-0.34364419899021453,-0.38635814517680556,-0.4290714352939044,-0.5572066873396925,-0.7707459560735653,-1.1977207675772732,-2.477203759213197,0.0,0.0,-1,fake
